index,task,verb,sentence,neg_sentence,complement,turker_pos_ratings,turker_neg_ratings,bert_pos_entailment_prob,bert_pos_contradiction_prob,bert_pos_neutral_prob,bert_neg_entailment_prob,bert_neg_contradiction_prob,bert_neg_neutral_prob,signature
918,that,report,The Globe reported that Carolyn Bessette-Kennedy was there.,The Globe did not report that Carolyn Bessette-Kennedy was there.,Carolyn bessette-kennedy was there.,"1.0,2.0,2.0","0.0,0.0,1.0",0.99598587,0.000515423,0.003498727,0.33308473,0.21103372,0.4558816,o/o
919,that,report,It is reported that his followers are fully knowledgeable.,It is not reported that his followers are fully knowledgeable.,His followers are fully knowledgeable.,"0.0,1.0,1.0","-1.0,0.0,0.0",0.9963238,0.000167414,0.003508727,0.001244513,0.9949268,0.003828673,o/o
920,that,report,The paper reported that the show had the highest rating.,The paper did not report that the show had the highest rating.,The show had the highest rating.,"1.0,1.0,2.0","-1.0,-1.0,0.0",0.99439687,0.000565047,0.005037975,0.09991852,0.6712665,0.22881493,o/o
921,that,report,The magazine reports that Ouija boards are passe,The magazine does not report that Ouija boards are passe,Ouija boards are passe.,"0.0,1.0,1.0","-2.0,-1.0,0.0",0.99390703,0.000476877,0.005616114,0.20871705,0.19615144,0.5951315,o/o
922,that,state,McCain stated that proceedings began everyday with a prayer.,McCain did not state that proceedings began everyday with a prayer.,Proceedings began everyday with a prayer.,"1.0,1.0,2.0","0.0,0.0,0.0",0.9975195,0.000400302,0.002080238,0.39885902,0.10882861,0.4923123,o/o
923,that,state,The dialogue boldly states that women's rights are evil.,The dialogue boldly does not state that women's rights are evil.,Women's rights are evil.,"0.0,0.0,1.0","-1.0,-1.0,0.0",0.9947958,0.000368119,0.004836112,0.000808947,0.99649507,0.00269593,o/o
924,that,state,The report states that rules were meant to be broken.,The report does not state that rules were meant to be broken.,Rules were meant to be broken.,"1.0,1.0,1.0","-1.0,0.0,0.0",0.9983366,0.000134922,0.001528495,0.045551136,0.04812041,0.9063284,o/o
925,that,state,Mr. Gray stated that it takes commitment to the work.,Mr. Gray did not state that it takes commitment to the work.,It takes commitment to the work.,"0.0,1.0,1.0","0.0,0.0,0.0",0.99706906,0.000350288,0.002580729,0.30575424,0.12713829,0.5671075,o/o
926,that,state,The quotation by Kerouac states that he is racist. ,The quotation by Kerouac does not state that he is racist. ,He is racist.,"1.0,1.0,2.0","-1.0,0.0,0.0",0.06792674,0.003983749,0.9280895,0.004896375,0.010577058,0.98452646,o/o
927,that,state,NRCS states that the program was authorized at $1.,NRCS does not state that the program was authorized at $1.,The program was authorized at $ 1.,"1.0,2.0,2.0","0.0,0.0,0.0",0.99771476,0.000290052,0.001995141,0.21679693,0.44546783,0.33773527,o/o
928,that,state,Gogot states that this is a Democratic Congress. ,Gogot does not state that this is a Democratic Congress. ,This is a democratic congress.,"0.0,0.0,1.0","0.0,0.0,0.0",0.9951631,0.000548184,0.004288718,0.004288447,0.9874713,0.008240265,o/o
929,that,know,They know that they can easily avoid the latter.,They do not know that they can easily avoid the latter.,They can easily avoid the latter.,"0.0,1.0,2.0","0.0,0.0,1.0",0.9980627,0.000129796,0.001807578,0.5704195,0.16353592,0.26604453,+/+
930,that,know,Drew knew that he had no clue what had happened.,Drew did not know that he had no clue what had happened.,He had no clue what had happened.,"1.0,2.0,2.0","0.0,1.0,2.0",0.9985485,0.000216739,0.001234717,0.9966336,0.000487033,0.002879425,+/+
931,that,know,Drew knew that the Kentuckian was getting close.,Drew did not know that the Kentuckian was getting close.,The kentuckian was getting close.,"1.0,2.0,2.0","1.0,1.0,1.0",0.99800366,0.000223533,0.00177279,0.98910195,0.001211872,0.009686209,+/+
932,that,suggest,The polls suggest that the public believes it. ,The polls do not suggest that the public believes it. ,The public believes it.,"0.0,1.0,1.0","-1.0,-1.0,-1.0",0.934966,0.003500105,0.061533865,0.000374632,0.9985612,0.001064155,o/o
933,that,suggest,She suggested that Bush be calm.,She did not suggest that Bush be calm.,Bush be calm.,"0.0,0.0,1.0","0.0,0.0,0.0",0.99596477,0.000638482,0.003396661,0.001271115,0.9964224,0.002306536,o/o
934,that,think,Tuppence thought that this was right.  ,Tuppence did not think that this was right.  ,This was right.,"0.0,0.0,1.0","-2.0,-1.0,-1.0",0.6537377,0.003113832,0.34314847,0.000758806,0.9969754,0.002265744,o/o
935,that,think,I think that deal is worth celebrating.,I do not think that deal is worth celebrating.,Deal is worth celebrating.,"1.0,1.0,1.0","-2.0,-1.0,0.0",0.99693346,0.000178675,0.002887895,0.000250473,0.99911326,0.000636284,o/o
936,that,think,Poirot thought that it might be salt.,Poirot did not think that it might be salt.,It might be salt.,"1.0,2.0,2.0","-1.0,-1.0,2.0",0.99268484,0.000435619,0.006879594,0.007982262,0.002073989,0.98994374,o/o
937,that,think,Jon thought that she had nice hair.,Jon did not think that she had nice hair.,She had nice hair.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.98942685,0.000487382,0.010085832,0.16825467,0.2665169,0.5652285,o/o
938,that,think,I think that you cured me doctor.,I do not think that you cured me doctor.,You cured me doctor.,"0.0,1.0,1.0","-2.0,-1.0,0.0",0.9940542,0.001019983,0.004925779,0.000200217,0.9993092,0.000490555,o/o
939,that,think,Dave thought that you were dead.,Dave did not think that you were dead.,You were dead.,"0.0,0.0,0.0","-2.0,0.0,0.0",0.9687807,0.006331805,0.024887513,0.002026604,0.9943823,0.003591176,o/o
940,that,think,He thinks that he can say that.,He does not think that he can say that.,He can say that.,"0.0,0.0,0.0","-2.0,-1.0,0.0",0.9826921,0.000845975,0.016461797,0.000234388,0.99908245,0.000683197,o/o
941,that,believe,He also believes that bare arms are immoral. ,He also does not believe that bare arms are immoral. ,Bare arms are immoral.,"-1.0,0.0,0.0","0.0,0.0,0.0",0.9919502,0.000754424,0.007295264,0.000273313,0.99896085,0.000765834,o/o
942,that,believe,Culturebox believes that women are superior.,Culturebox does not believe that women are superior.,Women are superior.,"0.0,0.0,0.0","0.0,0.0,0.0",0.9804546,0.001037345,0.018508052,0.009502148,0.9677016,0.022796217,o/o
943,that,believe,You believe that she deliberately went back?,You do not believe that she deliberately went back?,She deliberately went back.,"0.0,0.0,0.0","0.0,0.0,1.0",0.988494,0.001512967,0.009993061,0.9048171,0.010310405,0.08487251,o/o
944,that,believe,People believe that the US will save them.,People do not believe that the US will save them.,The us will save them.,"0.0,0.0,0.0","-1.0,0.0,0.0",0.2127913,0.015392479,0.7718162,0.005635417,0.98248833,0.011876274,o/o
945,that,believe,Sir James believes that she has amnesia.,Sir James does not believe that she has amnesia.,She has amnesia.,"0.0,1.0,1.0","-1.0,-1.0,-1.0",0.97913265,0.002049522,0.018817795,0.11190124,0.08717973,0.80091906,o/o
946,that,believe,People believe that they have a vote.,People do not believe that they have a vote.,They have a vote.,"0.0,1.0,1.0","-1.0,0.0,1.0",0.9868823,0.001145895,0.011971853,0.24432547,0.45191026,0.30376425,o/o
947,that,believe,I believe that property is very dull.,I do not believe that property is very dull.,Property is very dull.,"0.0,1.0,2.0","-1.0,-1.0,-1.0",0.99237216,0.000821813,0.006806043,0.003345713,0.9921324,0.004521882,o/o
948,that,be,The entire point is that you follow him.,The entire point is not that you follow him.,You follow him.,"1.0,1.0,2.0","-1.0,0.0,1.0",0.9962548,0.000494056,0.003251098,0.000742057,0.9979279,0.00133004,o/o
949,that,be,The condition is that you go to sleep.,The condition is not that you go to sleep.,You go to sleep.,"0.0,1.0,1.0","-2.0,-1.0,0.0",0.99730694,0.000486515,0.002206604,0.000726939,0.99815506,0.001117995,o/o
950,that,be,It's weakness is that it loves carbs. ,It's weakness is not that it loves carbs. ,It loves carbs.,"1.0,2.0,2.0","-2.0,1.0,2.0",0.9983707,0.000230935,0.001398411,0.003237336,0.9941329,0.002629701,o/o
951,that,say,He said that he would take you.,He did not say that he would take you.,He would take you.,"1.0,1.0,1.0","-2.0,0.0,0.0",0.99253064,0.000800231,0.006669157,0.005417614,0.9784254,0.016157052,o/o
952,that,say,Bloomie says that I owe him $4.,Bloomie does not say that I owe him $4.,I owe him $ 4.,"0.0,1.0,1.0","-1.0,0.0,1.0",0.99403787,0.00106458,0.004897492,0.006245245,0.98470044,0.009054327,o/o
953,that,say,I said that I had forgotten. ,I did not say that I had forgotten. ,I had forgotten.,"0.0,1.0,2.0","-1.0,0.0,0.0",0.9942091,0.000711952,0.005078892,0.00151415,0.99623823,0.0022476,o/o
954,that,say,Adrin said that he was gone. ,Adrin did not say that he was gone. ,He was gone.,"1.0,1.0,2.0","0.0,0.0,1.0",0.98949385,0.000903054,0.009603108,0.18817514,0.14750783,0.6643171,o/o
955,that,say,Derry said that it was so.,Derry did not say that it was so.,It was so.,"0.0,0.0,1.0","-2.0,0.0,0.0",0.9811585,0.000610148,0.01823129,0.09082972,0.6535603,0.25560993,o/o
956,that,say,Jon said that it was okay.,Jon did not say that it was okay.,It was okay.,"0.0,0.0,1.0","-1.0,-1.0,0.0",0.9897089,0.000309866,0.009981347,0.10461441,0.25440812,0.6409775,o/o
957,that,say,He said that it was great.,He did not say that it was great.,It was great.,"1.0,1.0,1.0","0.0,0.0,0.0",0.99395096,0.000270611,0.005778467,0.001736999,0.9947263,0.00353674,o/o
958,that,suggest,He suggested that they had all the questions.,He did not suggest that they had all the questions.,They had all the questions.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.9597282,0.003991012,0.03628073,0.000942451,0.9970413,0.002016307,o/o
959,that,suggest,The name suggest that it is open to the public.,The name do not suggest that it is open to the public.,It is open to the public.,"0.0,1.0,1.0","-1.0,0.0,0.0",0.8911952,0.001821069,0.10698381,0.002082053,0.99333346,0.004584449,o/o
960,that,know,Drew knew that he would get along with Shannon.,Drew did not know that he would get along with Shannon.,He would get along with shannon.,"1.0,2.0,2.0","0.0,0.0,2.0",0.99621344,0.00027095,0.003515611,0.058987528,0.003189048,0.9378234,+/+
961,that,suggest,So the CMP theory suggests that we are all aliens.,So the CMP theory does not suggest that we are all aliens.,We are all aliens.,"-1.0,0.0,0.0","0.0,0.0,0.0",0.04536116,0.008082987,0.94655585,0.001263951,0.9939579,0.004778143,o/o
962,that,know,Only one party knew that he was coming to town.,Only one party did not know that he was coming to town.,He was coming to town.,"2.0,2.0,2.0","1.0,2.0,2.0",0.9888269,0.001541906,0.009631109,0.98443913,0.002327321,0.013233447,+/+
963,that,know,They might have known that you ride for Hunt.,They might have not known that you ride for Hunt.,You ride for hunt.,"1.0,2.0,2.0","-1.0,0.0,1.0",0.9927659,0.001656312,0.005577779,0.99295557,0.001721404,0.005322947,+/+
964,that,know,Jon knew that San'doro's vision was blurred.,Jon did not know that San'doro's vision was blurred.,San ` doro's vision was blurred.,"2.0,2.0,2.0","-1.0,1.0,1.0",0.99815863,0.000194403,0.001646979,0.9930205,0.00081273,0.006166776,+/+
965,that,know,We know that England is headed for a crisis.,We do not know that England is headed for a crisis.,England is headed for a crisis.,"1.0,1.0,1.0","-1.0,0.0,0.0",0.99805665,0.000181486,0.001761902,0.26388425,0.09195515,0.6441606,+/+
966,that,know,I knew that it was definitely the right one.,I did not know that it was definitely the right one.,It was definitely the right one.,"1.0,2.0,2.0","0.0,1.0,2.0",0.99416065,0.000201866,0.005637567,0.3674138,0.080407135,0.5521791,+/+
967,that,know,Nobody knew that she would be in the house.,Nobody did not know that she would be in the house.,She would be in the house.,"0.0,0.0,1.0","0.0,1.0,1.0",0.9325563,0.005684868,0.06175892,0.9785415,0.001888655,0.019569708,+/+
968,that,know,Jon knew that he was going to lose his job.,Jon did not know that he was going to lose his job.,He was going to lose his job.,"1.0,1.0,2.0","1.0,1.0,2.0",0.99749076,0.000301385,0.002207784,0.9847178,0.002121255,0.013160879,+/+
969,that,know,They knew that Europe would have to follow.,They did not know that Europe would have to follow.,Europe would have to follow.,"1.0,1.0,2.0","2.0,2.0,2.0",0.99736625,0.000227778,0.002405965,0.9788481,0.002965695,0.018186158,+/+
970,that,know,Dave knew that they had enough experience.,Dave did not know that they had enough experience.,They had enough experience.,"1.0,1.0,2.0","0.0,1.0,2.0",0.9974197,0.000202573,0.002377721,0.95075816,0.003309405,0.04593246,+/+
971,that,know,I always knew that Annette was Jane Finn.,I always did not know that Annette was Jane Finn.,Annette was jane finn.,"1.0,2.0,2.0","1.0,1.0,2.0",0.99224514,0.00179742,0.005957474,0.44592968,0.27619186,0.27787843,+/+
972,that,know,He knew that he had slept for five hours.,He did not know that he had slept for five hours.,He had slept for five hours.,"2.0,2.0,2.0","1.0,1.0,1.0",0.997738,0.000213628,0.002048392,0.99436754,0.000891499,0.004740932,+/+
973,that,know,Drew knew that Johnny Shannon was no man.,Drew did not know that Johnny Shannon was no man.,Johnny shannon was no man.,"0.0,2.0,2.0","1.0,2.0,2.0",0.9971992,0.000417873,0.002383022,0.9923191,0.001522301,0.006158646,+/+
974,that,know,I knew that the reporter was baiting me.,I did not know that the reporter was baiting me.,The reporter was baiting me.,"2.0,2.0,2.0","0.0,2.0,2.0",0.99752814,0.00038259,0.002089315,0.9906235,0.001777798,0.007598777,+/+
975,that,know,You know that fellow Inglethorp is back?,You do not know that fellow Inglethorp is back?,Fellow inglethorp is back.,"0.0,2.0,2.0","0.0,0.0,1.0",0.99407285,0.000914683,0.005012388,0.98923403,0.002241977,0.008523924,+/+
976,that,know,And you have known that John is guilty?,And you have not known that John is guilty?,John is guilty.,"0.0,1.0,1.0","0.0,0.0,0.0",0.78845185,0.012400612,0.19914746,0.080488026,0.014200547,0.90531147,+/+
977,that,know,She knew that she was giving them away.,She did not know that she was giving them away.,She was giving them away.,"1.0,1.0,2.0","1.0,1.0,1.0",0.99705267,0.000271292,0.002676106,0.9861957,0.002582155,0.011222213,+/+
978,that,know,But he knew that this was no delirium.,But he did not know that this was no delirium.,This was no delirium.,"0.0,1.0,2.0","1.0,1.0,1.0",0.9965329,0.000521933,0.002945021,0.98953754,0.002186365,0.008276168,+/+
979,that,know,He knew that you had met her already.,He did not know that you had met her already.,You had met her already.,"2.0,2.0,2.0","1.0,1.0,2.0",0.9978922,0.000269791,0.001838062,0.99174273,0.002000157,0.006257203,+/+
980,that,know,Julius knew that it had been issued.,Julius did not know that it had been issued.,It had been issued.,"2.0,2.0,2.0","-1.0,1.0,2.0",0.9932283,0.000562755,0.006208857,0.96061784,0.004470166,0.034911957,+/+
981,that,know,He knew that everyone was suffering.,He did not know that everyone was suffering.,Everyone was suffering.,"1.0,2.0,2.0","0.0,1.0,2.0",0.99678767,0.000163089,0.003049161,0.97299993,0.001540641,0.025459489,+/+
982,that,know,I know that I was born to succeed.,I do not know that I was born to succeed.,I was born to succeed.,"0.0,1.0,1.0","0.0,0.0,1.0",0.9980995,0.000234145,0.001666386,0.47257748,0.21837579,0.30904663,+/+
983,that,know,Chloa knows that Brandon is a boy.,Chloa does not know that Brandon is a boy.,Brandon is a boy.,"1.0,2.0,2.0","0.0,1.0,2.0",0.9906162,0.000976012,0.008407842,0.30172226,0.060541276,0.63773644,+/+
984,that,suggest,Tuppence suggested that they should do it at a later time. ,Tuppence did not suggest that they should do it at a later time. ,They should do it at a later time.,"-2.0,1.0,1.0","-2.0,0.0,0.0",0.99621284,0.000869242,0.002917977,0.18708307,0.6247715,0.18814547,o/o
985,that,suggest,Adams suggested that they present the facts dramatically.,Adams did not suggest that they present the facts dramatically.,They present the facts dramatically.,"1.0,1.0,2.0","-2.0,0.0,0.0",0.9370314,0.002176854,0.060791705,0.001376965,0.99553055,0.003092492,o/o
986,that,suggest,But I do suggest that Miss Finn should remain here.,But I do do not suggest that Miss Finn should remain here.,Miss finn should remain here.,"1.0,1.0,2.0","-2.0,-1.0,0.0",0.9964481,0.000492365,0.003059567,0.000428377,0.99864596,0.000925664,o/o
987,that,argue,The Clintons argued that Starr was colluding with Jones' lawyers.  ,The Clintons did not argue that Starr was colluding with Jones' lawyers.  ,Starr was colluding with jones' lawyers.,"0.0,0.0,1.0","-1.0,0.0,1.0",0.9897916,0.001494775,0.008713708,0.8556804,0.024718802,0.11960083,o/o
988,that,agree,Julius agreed that it was true.,Julius did not agree that it was true.,It was true.,"1.0,1.0,2.0","0.0,0.0,0.0",0.27901885,0.002010567,0.71897054,0.005858592,0.002237554,0.9919038,o/o
989,that,agree,Drew agreed that it suited him.,Drew did not agree that it suited him.,It suited him.,"1.0,1.0,2.0","-2.0,-1.0,0.0",0.9923525,0.000583262,0.007064254,0.5300332,0.07744747,0.39251935,o/o
990,that,recognize,...We're recognizing that there are differences.,...We're not recognizing that there are differences.,There are differences.,"1.0,2.0,2.0","0.0,0.0,0.0",0.9927448,0.000338376,0.006916846,0.38161504,0.022952748,0.5954322,+/+
991,that,realize,"92 I think the appearance of the two Scotland Yard men was rather a shock \xe2\x80\x9despecially to John, though of course after the verdict, he had realized that it was only a matter of time. ","92 I think the appearance of the two Scotland Yard men was rather a shock \xe2\x80\x9despecially to John, though of course after the verdict, he had not realized that it was only a matter of time. ",It was only a matter of time.,"1.0,2.0,2.0","1.0,1.0,2.0",0.99252176,0.000990113,0.006488239,0.99009275,0.001598923,0.00830838,+/+
992,that,realize,Perhaps The Treasure of the Sierra Madre was showing in Cambridge that weekend and each economist realized that he would always have to worry about the other two guys.,Perhaps The Treasure of the Sierra Madre was showing in Cambridge that weekend and each economist did not realize that he would always have to worry about the other two guys.,He would always have to worry about the other two guys.,"1.0,1.0,2.0","1.0,1.0,2.0",0.9967145,0.000420511,0.00286505,0.8347331,0.021909349,0.1433575,+/+
993,that,realize,"However, as we moved to address the Board's mandate, we quickly realized that the creation of a world-class delivery system involved more than state planning, per se.","However, as we moved to address the Board's mandate, we quickly did not realize that the creation of a world-class delivery system involved more than state planning, per se.","The creation of a world-class delivery system involved more than state planning, per se.","1.0,1.0,2.0","-1.0,0.0,1.0",0.997792,0.000592112,0.001615917,0.9905386,0.002750017,0.00671136,+/+
994,that,realize,"At the same time, Boston Center realized that a message transmitted just before 8:25 by the hijacker pilot of American 11 included the phrase, We have some planes.","At the same time, Boston Center did not realize that a message transmitted just before 8:25 by the hijacker pilot of American 11 included the phrase, We have some planes.","A message transmitted just before 8:25 by the hijacker pilot of american 11 included the phrase, we have some planes.","2.0,2.0,2.0","1.0,2.0,2.0",0.9985049,0.000408383,0.001086789,0.9984622,0.000464161,0.001073559,+/+
995,that,realize,"After two weeks, Peter of Tschekan realized that the cell phone was more valuable to him than a painting by de Bonnet-Majak - the number one artist on his list.","After two weeks, Peter of Tschekan did not realize that the cell phone was more valuable to him than a painting by de Bonnet-Majak - the number one artist on his list.",The cell phone was more valuable to him than a painting by de bonnet-majak - the number one artist on his list.,"1.0,2.0,2.0","1.0,1.0,2.0",0.9889174,0.008349001,0.002733581,0.9914657,0.005421662,0.003112539,+/+
996,that,realize,You can imagine how grandiose the original plan must have been when you realize that Moses was supposed to be one of 40 figures adorning the tomb.,You can imagine how grandiose the original plan must have been when you do not realize that Moses was supposed to be one of 40 figures adorning the tomb.,Moses was supposed to be one of 40 figures adorning the tomb.,"2.0,2.0,2.0","2.0,2.0,2.0",0.9977126,0.000520386,0.001767089,0.9967728,0.000806443,0.002420646,+/+
997,that,realize,"I want to know what happens next with the mob--in real life--if, as you say, the smarter ones realize that the Bada-Bing lifestyle is dead.","I want to know what happens next with the mob--in real life--if, as you say, the smarter ones do not realize that the Bada-Bing lifestyle is dead.",The bada-bing lifestyle is dead.,"0.0,0.0,1.0","-1.0,0.0,1.0",0.6232439,0.09205483,0.28470123,0.62628055,0.10072344,0.27299607,+/+
998,that,realize,"Thinking back later, I realized that he could have killed me while I was wrestling with the big man, but he didn't.","Thinking back later, I did not realize that he could have killed me while I was wrestling with the big man, but he didn't.",He could have killed me while i was wrestling with the big man.,"1.0,2.0,2.0","1.0,2.0,2.0",0.9965312,0.001219795,0.002249008,0.9948031,0.001283839,0.003913084,+/+
999,that,realize, And finally he realized that he was thinking of a model--the one thing which is functionally the perfect analogue., And finally he did not realize that he was thinking of a model--the one thing which is functionally the perfect analogue.,He was thinking of a model -- the one thing which is functionally the perfect analogue.,"1.0,2.0,2.0","1.0,1.0,2.0",0.9985631,0.000384926,0.001051909,0.99701774,0.001056995,0.001925255,+/+
1000,that,realize,Tommy appreciated her quick-wittedness in realizing that he might be staying at the inn under an assumed name.,Tommy appreciated her quick-wittedness in not realizing that he might be staying at the inn under an assumed name.,He might be staying at the inn under an assumed name.,"2.0,2.0,2.0","0.0,1.0,1.0",0.99706763,0.000250058,0.002682262,0.9935598,0.000523949,0.005916234,+/+
1001,that,realize,"I merely realized that it was possible, from your story, for Monsieur Lawrence to go to the poison cupboard. ","I merely did not realize that it was possible, from your story, for Monsieur Lawrence to go to the poison cupboard. ","It was possible, from your story, for monsieur lawrence to go to the poison cupboard.","-2.0,1.0,1.0","0.0,1.0,1.0",0.9984465,0.000177087,0.001376434,0.9945023,0.000768957,0.004728795,+/+
1002,that,realize,He realized that it would be good for his health to get out of this house as soon as possible.,He did not realize that it would be good for his health to get out of this house as soon as possible.,It would be good for his health to get out of this house as soon as possible.,"2.0,2.0,2.0","1.0,1.0,2.0",0.99847156,0.000188693,0.001339809,0.99456596,0.000778388,0.004655625,+/+
1003,that,realize," He tossed the book aside, shivering as he realized that his secret name was common knowledge."," He tossed the book aside, shivering as he did not realize that his secret name was common knowledge.",His secret name was common knowledge.,"1.0,2.0,2.0","0.0,1.0,1.0",0.99221927,0.000611544,0.007169163,0.050010506,0.012056882,0.9379325,+/+
1004,that,realize,I am totally sure that the correspondence realize that the Hindu concept has been around.,I am totally sure that the correspondence do not realize that the Hindu concept has been around.,The hindu concept has been around.,"0.0,2.0,2.0","0.0,1.0,2.0",0.98890686,0.001213677,0.00987951,0.9385543,0.006864878,0.054580763,+/+
1005,that,realize,"Nearing the end of my trip, I realize that my observations have been largely about race.","Nearing the end of my trip, I do not realize that my observations have been largely about race.",My observations have been largely about race.,"1.0,1.0,2.0","1.0,1.0,1.0",0.9979759,0.000321825,0.001702347,0.9904839,0.002209498,0.007306643,+/+
1006,that,realize,"As the sun set, Ca'daan realized that he had wandered throughout the entire day.","As the sun set, Ca'daan did not realize that he had wandered throughout the entire day.",He had wandered throughout the entire day.,"2.0,2.0,2.0","1.0,2.0,2.0",0.9946275,0.000391996,0.004980499,0.98997873,0.001340282,0.008680987,+/+
1007,that,realize,They loved England and realized that their proposal may pose grave danger to it.,They loved England and did not realize that their proposal may pose grave danger to it.,Their proposal may pose grave danger to it.,"2.0,2.0,2.0","1.0,2.0,2.0",0.99675345,0.000178312,0.003068174,0.9928037,0.000517761,0.006678396,+/+
1008,that,realize,"He stared up at the sky, realizing that more than half of it had already fallen.","He stared up at the sky, not realizing that more than half of it had already fallen.",More than half of it had already fallen.,"1.0,2.0,2.0","1.0,1.0,2.0",0.9964754,0.00049347,0.003031146,0.9895337,0.001942827,0.008523447,+/+
1009,that,realize,Researchers realize that normal kids show differences in pathways of change.,Researchers do not realize that normal kids show differences in pathways of change.,Normal kids show differences in pathways of change.,"1.0,1.0,2.0","1.0,1.0,1.0",0.99812144,0.000206971,0.001671613,0.98910904,0.001743515,0.00914743,+/+
1010,that,realize,Dave realized that the scowling one with the snetha-knife was the leader.,Dave did not realize that the scowling one with the snetha-knife was the leader.,The scowling one with the snetha-knife was the leader.,"1.0,2.0,2.0","1.0,1.0,2.0",0.997891,0.000590785,0.001518276,0.9945533,0.002025039,0.00342163,+/+
1011,that,realize,He realized that he had to leave this house for the sake of his health.,He did not realize that he had to leave this house for the sake of his health.,He had to leave this house for the sake of his health.,"2.0,2.0,2.0","2.0,2.0,2.0",0.99841535,0.000307516,0.001277127,0.9947238,0.001558105,0.003718093,+/+
1012,that,realize,No one realizes that the Roman empire had serious internal weaknesses. ,No one does not realize that the Roman empire had serious internal weaknesses. ,The roman empire had serious internal weaknesses.,"2.0,2.0,2.0","1.0,2.0,2.0",0.9901187,0.001046824,0.008834478,0.99430203,0.000495933,0.005202048,+/+
1013,that,realize,I realized that John had fought with his mother prior to killing her.,I did not realize that John had fought with his mother prior to killing her.,John had fought with his mother prior to killing her.,"2.0,2.0,2.0","0.0,0.0,1.0",0.9983936,0.000450687,0.00115563,0.9959639,0.00117089,0.002865227,+/+
1014,that,realize,The pro-life movement realizes that it has lost the larger debate. ,The pro-life movement does not realize that it has lost the larger debate. ,It has lost the larger debate.,"0.0,1.0,2.0","1.0,1.0,2.0",0.99585634,0.000657382,0.003486327,0.98946196,0.002766287,0.007771853,+/+
1015,that,realize,Students are realizing that they have the power to change things.,Students are not realizing that they have the power to change things.,They have the power to change things.,"1.0,2.0,2.0","1.0,1.0,2.0",0.9947926,0.000264889,0.004942549,0.98371387,0.00148404,0.014802145,+/+
1016,that,realize,"And I realized that, had Simon followed Lerner's advice and started writing musicals, we'd have had to get to the theater at 10:30 in the morning to read up on the textual footnotes.","And I did not realize that, had Simon followed Lerner's advice and started writing musicals, we'd have had to get to the theater at 10:30 in the morning to read up on the textual footnotes.",Simon followed lerner's advice and started writing musicals.,"-1.0,-1.0,-1.0","-1.0,-1.0,-1.0",0.99661905,0.001147331,0.002233631,0.996816,0.001074723,0.002109337,+/+
1017,that,recognize,The Energy Plan recognizes that conserving energy will bring environmental benefits.,The Energy Plan does not recognize that conserving energy will bring environmental benefits.,Conserving energy will bring environmental benefits.,"1.0,1.0,2.0","0.0,0.0,0.0",0.9961362,0.000231825,0.003632032,0.30960318,0.029328797,0.661068,+/+
1018,that,realize,At once I realized that I was in a very awkward predicament. ,At once I did not realize that I was in a very awkward predicament. ,I was in a very awkward predicament.,"2.0,2.0,2.0","-1.0,0.0,1.0",0.9971451,0.000234986,0.00261984,0.9816399,0.002550802,0.015809277,+/+
1019,that,recognize,She believed in her own abilities but she recognized that Mr. Carter's arguments held truth.,She believed in her own abilities but she did not recognize that Mr. Carter's arguments held truth.,Mr. carter's arguments held truth.,"1.0,1.0,1.0","-1.0,0.0,1.0",0.99642926,0.000311378,0.003259389,0.54895854,0.112273104,0.33876833,+/+
1020,that,saw,I saw that my neighbor had a bulldozer.,I did not see that my neighbor had a bulldozer.,My neighbor had a bulldozer.,"1.0,2.0,2.0","-1.0,0.0,2.0",0.9986952,0.000179841,0.001124888,0.97158325,0.007266793,0.021149922,o/o
1021,that,saw,Slim saw that the shadows were long.,Slim did not see that the shadows were long.,The shadows were long.,"1.0,2.0,2.0","0.0,1.0,2.0",0.99488777,0.000268801,0.004843456,0.032196674,0.006150237,0.9616531,o/o
1022,that,saw,Jon saw that Adrin was very relaxed.,Jon did not see that Adrin was very relaxed.,Adrin was very relaxed.,"1.0,1.0,2.0","-1.0,0.0,0.0",0.9972688,0.000218433,0.00251289,0.4845126,0.09243139,0.423056,o/o
1023,that,saw,Jon saw that they were hard pressed.,Jon did not see that they were hard pressed.,They were hard pressed.,"1.0,1.0,2.0","-2.0,-1.0,-1.0",0.99265784,0.000490997,0.006851244,0.11329552,0.020721503,0.86598295,o/o
1024,that,saw,\xe2\x80\xa6 I saw that I must lead two lives.,\xe2\x80\xa6 I did not see that I must lead two lives.,I must lead two lives.,"1.0,2.0,2.0","0.0,0.0,1.0",0.99675024,0.000452034,0.002797806,0.59503573,0.06249262,0.3424717,o/o
1025,that,saw,Ca'daan saw that they were hungry.,Ca'daan did not see that they were hungry.,They were hungry.,"1.0,2.0,2.0","1.0,1.0,2.0",0.9904083,0.000578171,0.009013534,0.018896095,0.006856604,0.9742473,o/o
1026,that,determine,The mechanic determined that repairs on the car would be fairly inexpensive.,The mechanic did not determine that repairs on the car would be fairly inexpensive.,Repairs on the car would be fairly inexpensive.,"1.0,1.0,1.0","-1.0,0.0,0.0",0.99756986,0.000210958,0.002219209,0.20416608,0.10090781,0.6949261,+/o
