"predicate","rating","name","CC","participant_id","age","gender","rt","trial_index"
"pout",0.42,"Reese","the egg cracked","7cd88c3e-2f49-46cc-b703-b4f4319c0148","25","female",4692,11
"cry",1,"Frankie","the paper burned","7cd88c3e-2f49-46cc-b703-b4f4319c0148","25","female",3937,12
"discuss",0.5,"Jordan","the knot tightened","7cd88c3e-2f49-46cc-b703-b4f4319c0148","25","female",5074,13
"indicate",0.28,"Evan","the factory closed","7cd88c3e-2f49-46cc-b703-b4f4319c0148","25","female",4649,14
"groan",0.62,"Morgan","the airbag deployed","7cd88c3e-2f49-46cc-b703-b4f4319c0148","25","female",4800,15
"respond",0,"Evan","the factory closed","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",10410,3
"answer",0,"Frankie","the gate opened","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",4243,4
"declare",0.42,"Stevie","the sauce thickened","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",5336,5
"summarize",0.9,"Dylan","the egg cracked","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",5160,6
"underline",0.66,"Reese","the computer restarted","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",7441,8
"promise",0,"Blake","the knot tightened","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",7879,10
"rave",0.36,"Jordan","the airbag deployed","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",7716,11
"expose",0.42,"Morgan","the paper burned","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",5733,12
"confide",0.54,"Jamie","the room darkened","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",5628,13
"weep",0.76,"Harper","the balloon popped","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",8561,14
"boast",0.46,"Charlie","the bolt loosened","e347c83b-9bba-4b54-9212-cbd119188b76","39","male",4937,15
"exhibit",0,"Jamie","the egg cracked","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",6934,3
"fax",0,"Reese","the gate opened","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",6338,4
"articulate",0,"Stevie","the knot tightened","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",4300,5
"think",0,"Evan","the computer restarted","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",5000,6
"specify",0,"Harper","the balloon popped","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",6337,7
"publish",0,"Dylan","the airbag deployed","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",4868,9
"confide",0,"Morgan","the sauce thickened","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",3208,10
"email",0,"Jordan","the paper burned","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",2869,11
"mutter",0,"Blake","the factory closed","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",3474,12
"fess up",0,"Charlie","the bolt loosened","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",5258,13
"guarantee",0,"Frankie","the room darkened","f18f1af7-a1f7-4d0d-9b6b-bff748521bc9","35","female",2901,14
"boast",-1,"Frankie","the factory closed","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",20090,3
"voice",-1,"Reese","the computer restarted","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",12704,4
"reassert",-1,"Charlie","the airbag deployed","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",97832,5
"dispute",-1,"Jamie","the sauce thickened","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",7321,7
"embellish",-1,"Evan","the bolt loosened","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",14564,8
"imply",-1,"Harper","the paper burned","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",6231,9
"cry",-0.98,"Dylan","the egg cracked","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",8073,10
"flaunt",1,"Jordan","the gate opened","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",13821,11
"warrant",1,"Blake","the balloon popped","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",6715,12
"bitch",1,"Stevie","the room darkened","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",8730,14
"claim",-1,"Morgan","the knot tightened","148c84d0-026a-4d1f-8198-973bc156c75c","47","female",12503,15
"circulate",0,"Jordan","the sauce thickened","21031e72-42e3-4733-b064-d706b9203b1e","37","male",8016,3
"type",0,"Evan","the bolt loosened","21031e72-42e3-4733-b064-d706b9203b1e","37","male",8007,5
"disclose",-0.0600000000000001,"Frankie","the airbag deployed","21031e72-42e3-4733-b064-d706b9203b1e","37","male",5273,6
"respond",-0.08,"Reese","the computer restarted","21031e72-42e3-4733-b064-d706b9203b1e","37","male",6112,7
"declare",-0.1,"Blake","the knot tightened","21031e72-42e3-4733-b064-d706b9203b1e","37","male",4855,8
"warrant",-0.16,"Stevie","the gate opened","21031e72-42e3-4733-b064-d706b9203b1e","37","male",5817,9
"answer",-0.08,"Morgan","the paper burned","21031e72-42e3-4733-b064-d706b9203b1e","37","male",4925,10
"swear",-0.0600000000000001,"Dylan","the room darkened","21031e72-42e3-4733-b064-d706b9203b1e","37","male",4239,11
"sob",0.14,"Jamie","the factory closed","21031e72-42e3-4733-b064-d706b9203b1e","37","male",5065,12
"fess up",0.1,"Harper","the egg cracked","21031e72-42e3-4733-b064-d706b9203b1e","37","male",4407,13
"email",0,"Charlie","the balloon popped","21031e72-42e3-4733-b064-d706b9203b1e","37","male",4328,15
"reassert",-0.4,"Charlie","the room darkened","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",7852,3
"summarize",-0.56,"Frankie","the sauce thickened","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",6753,4
"sketch",-0.58,"Jordan","the paper burned","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",6540,5
"prove",-1,"Morgan","the airbag deployed","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",4482,6
"chant",-0.2,"Jamie","the knot tightened","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",6147,7
"maintain",-1,"Blake","the factory closed","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",7414,8
"utter",-0.82,"Stevie","the balloon popped","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",10067,10
"reveal",0.26,"Reese","the computer restarted","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",8291,11
"exclaim",-0.68,"Dylan","the bolt loosened","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",7148,12
"answer",-0.72,"Evan","the gate opened","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",4389,13
"confide",0,"Harper","the egg cracked","5386d8d5-5462-46e4-9ff6-d909cfa26e02","37","female",5677,14
"hint",-1,"Jordan","the knot tightened","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",21873,3
"clarify",1,"Jamie","the factory closed","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",4585,4
"display",1,"Stevie","the computer restarted","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",4302,5
"voice",1,"Dylan","the room darkened","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",3231,6
"demonstrate",1,"Reese","the egg cracked","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",5882,8
"describe",1,"Frankie","the airbag deployed","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",5059,9
"warrant",1,"Evan","the paper burned","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",4963,10
"publicize",1,"Blake","the bolt loosened","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",4549,11
"complain",1,"Charlie","the sauce thickened","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",6375,12
"affirm",-1,"Morgan","the gate opened","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",5756,13
"quip",1,"Harper","the balloon popped","4a963894-ee6b-4d7a-93b9-86d7f1c5e221","24","female",4178,15
"voice",1,"Jamie","the egg cracked","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",19156,4
"retract",1,"Stevie","the bolt loosened","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",10300,5
"contend",1,"Harper","the computer restarted","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",13012,6
"declare",1,"Morgan","the gate opened","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",6539,7
"indicate",1,"Blake","the airbag deployed","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",9182,8
"swear",1,"Evan","the paper burned","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",14028,9
"discuss",1,"Charlie","the knot tightened","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",7356,11
"fax",1,"Jordan","the balloon popped","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",5989,12
"murmur",1,"Dylan","the room darkened","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",6940,13
"specify",1,"Reese","the sauce thickened","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",5797,14
"elaborate",1,"Frankie","the factory closed","e0223b6e-7ac0-428a-a027-526195c1851f","45","female",5460,15
"demonstrate",-1,"Stevie","the computer restarted","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",6590,3
"certify",0.04,"Blake","the sauce thickened","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",4734,4
"boast",-1,"Jamie","the paper burned","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",3242,5
"lecture",0,"Morgan","the bolt loosened","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",3115,7
"dispute",1,"Harper","the balloon popped","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",3987,8
"communicate",0.48,"Dylan","the knot tightened","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",4983,10
"log",1,"Frankie","the gate opened","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",4203,11
"reassert",1,"Reese","the egg cracked","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",3634,12
"quarrel",1,"Charlie","the room darkened","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",2644,13
"spout",0.44,"Evan","the airbag deployed","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",3083,14
"voice",-0.56,"Jordan","the factory closed","b43effb7-f61f-4c76-9b85-a3fe79e9591a","32","female",2947,15
"mark",1,"Morgan","the egg cracked","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",8318,3
"weep",1,"Evan","the factory closed","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",4142,5
"scoff",1,"Reese","the bolt loosened","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",5113,6
"preach",1,"Charlie","the balloon popped","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",4317,7
"summarize",1,"Dylan","the paper burned","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",5082,8
"know",1,"Frankie","the knot tightened","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",4280,9
"contend",-0.02,"Jordan","the gate opened","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",13374,10
"announce",-0.04,"Blake","the room darkened","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",9339,12
"debate",-0.02,"Harper","the airbag deployed","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",12871,13
"signify",-0.04,"Stevie","the computer restarted","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",5459,14
"claim",-0.04,"Jamie","the sauce thickened","dbbd47eb-419f-4ee7-ab98-581f7a484c58","55","female",5285,15
"contest",1,"Dylan","the paper burned","56d8a342-145f-4e01-b909-0f29091edd97","24","male",8978,3
"insinuate",-0.56,"Evan","the room darkened","56d8a342-145f-4e01-b909-0f29091edd97","24","male",12244,4
"corroborate",1,"Blake","the balloon popped","56d8a342-145f-4e01-b909-0f29091edd97","24","male",7484,5
"retort",1,"Frankie","the factory closed","56d8a342-145f-4e01-b909-0f29091edd97","24","male",4827,6
"shout",0.76,"Charlie","the knot tightened","56d8a342-145f-4e01-b909-0f29091edd97","24","male",8303,7
"lie",-0.72,"Reese","the egg cracked","56d8a342-145f-4e01-b909-0f29091edd97","24","male",5731,9
"scream",-0.8,"Harper","the gate opened","56d8a342-145f-4e01-b909-0f29091edd97","24","male",7123,10
"tease",0.84,"Stevie","the computer restarted","56d8a342-145f-4e01-b909-0f29091edd97","24","male",10301,11
"utter",0.12,"Jordan","the airbag deployed","56d8a342-145f-4e01-b909-0f29091edd97","24","male",8845,13
"report",0.82,"Morgan","the bolt loosened","56d8a342-145f-4e01-b909-0f29091edd97","24","male",5111,14
"mutter",-0.44,"Jamie","the sauce thickened","56d8a342-145f-4e01-b909-0f29091edd97","24","male",5943,15
"quarrel",0.68,"Harper","the paper burned","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",15380,3
"utter",0.64,"Jordan","the computer restarted","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",12875,5
"tweet",-0.26,"Dylan","the egg cracked","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",12901,6
"gush",-0.08,"Reese","the gate opened","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",16687,7
"admit",-0.12,"Morgan","the sauce thickened","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",11431,8
"show",-0.32,"Blake","the airbag deployed","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",9602,9
"log",-0.22,"Evan","the factory closed","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",9742,10
"cheer",-0.12,"Jamie","the knot tightened","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",10430,12
"wager",0.04,"Frankie","the room darkened","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",9291,13
"uncover",0.3,"Stevie","the balloon popped","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",12725,14
"specify",0.0600000000000001,"Charlie","the bolt loosened","068e0bb8-b3a1-4131-a2b7-8f63bcc39740","40","female",11234,15
"question",1,"Morgan","the gate opened","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",5246,3
"disclose",1,"Dylan","the computer restarted","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",3677,4
"babble",1,"Stevie","the balloon popped","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",3337,5
"uncover",1,"Evan","the paper burned","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",3069,6
"phone",1,"Blake","the egg cracked","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",3165,7
"chatter",1,"Charlie","the factory closed","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",3938,8
"reveal",1,"Jordan","the airbag deployed","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",3200,10
"wager",1,"Frankie","the knot tightened","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",5741,11
"insinuate",1,"Reese","the bolt loosened","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",4993,12
"fabricate",1,"Jamie","the room darkened","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",3088,13
"gloat",1,"Harper","the sauce thickened","a5cef793-d58d-4661-b78e-419cfe82798e","31","male",2430,14
"respond",1,"Evan","the airbag deployed","4608df58-fbdd-464b-8668-af47b332cafa","27","female",6613,3
"affirm",1,"Charlie","the factory closed","4608df58-fbdd-464b-8668-af47b332cafa","27","female",5543,5
"pretend",1,"Harper","the knot tightened","4608df58-fbdd-464b-8668-af47b332cafa","27","female",8143,6
"underscore",1,"Jordan","the bolt loosened","4608df58-fbdd-464b-8668-af47b332cafa","27","female",9511,7
"communicate",1,"Morgan","the computer restarted","4608df58-fbdd-464b-8668-af47b332cafa","27","female",4647,8
"reaffirm",1,"Jamie","the balloon popped","4608df58-fbdd-464b-8668-af47b332cafa","27","female",4391,9
"elaborate",1,"Dylan","the sauce thickened","4608df58-fbdd-464b-8668-af47b332cafa","27","female",7655,10
"guarantee",1,"Reese","the room darkened","4608df58-fbdd-464b-8668-af47b332cafa","27","female",6968,11
"post",1,"Stevie","the egg cracked","4608df58-fbdd-464b-8668-af47b332cafa","27","female",5742,12
"comment",1,"Blake","the gate opened","4608df58-fbdd-464b-8668-af47b332cafa","27","female",4615,14
"radio",1,"Frankie","the paper burned","4608df58-fbdd-464b-8668-af47b332cafa","27","female",4630,15
"phone",1,"Jamie","the balloon popped","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",9165,3
"expose",1,"Stevie","the airbag deployed","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",6083,4
"rave",1,"Harper","the egg cracked","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",7117,5
"depict",1,"Blake","the knot tightened","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",6366,6
"grumble",1,"Frankie","the bolt loosened","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",4399,7
"maintain",1,"Charlie","the sauce thickened","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",4866,8
"hint",1,"Evan","the paper burned","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",3500,9
"mark",1,"Reese","the computer restarted","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",5516,11
"retort",1,"Jordan","the factory closed","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",4099,12
"propose",1,"Dylan","the room darkened","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",4983,13
"babble",1,"Morgan","the gate opened","61cbfbcd-0376-445e-acf4-536352d355ba","57","male",4333,15
"squeal",1,"Stevie","the computer restarted","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",8136,3
"confess",1,"Evan","the airbag deployed","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",6861,4
"holler",1,"Harper","the balloon popped","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",5400,5
"chatter",1,"Jordan","the room darkened","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",4917,6
"assert",0.98,"Blake","the knot tightened","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",6932,7
"prove",-1,"Reese","the gate opened","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",7417,8
"challenge",0.98,"Jamie","the factory closed","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",5316,9
"submit",-1,"Morgan","the paper burned","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",8965,10
"yell",-0.84,"Frankie","the bolt loosened","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",12015,11
"gossip",0.96,"Dylan","the egg cracked","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",4932,12
"display",-0.98,"Charlie","the sauce thickened","92dd7b6b-8d75-4fb7-908d-f6362786228a","37","female",10933,15
"cry",1,"Dylan","the computer restarted","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",11636,3
"publicize",1,"Frankie","the factory closed","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",5594,4
"articulate",1,"Stevie","the sauce thickened","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",5339,5
"sigh",1,"Morgan","the egg cracked","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",4593,6
"leak",1,"Charlie","the paper burned","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",6975,7
"quip",1,"Harper","the bolt loosened","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",6329,8
"state",1,"Reese","the gate opened","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",8482,9
"proclaim",1,"Jamie","the room darkened","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",4069,10
"assert",1,"Evan","the balloon popped","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",4293,11
"report",0.4,"Jordan","the knot tightened","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",6699,12
"expose",1,"Blake","the airbag deployed","0ed2d57b-fd4c-46d6-b392-7938376e2967","65","female",8265,13
"confess",1,"Evan","the paper burned","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",15636,3
"utter",1,"Frankie","the balloon popped","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",8703,4
"articulate",1,"Blake","the factory closed","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",8239,5
"stipulate",1,"Harper","the gate opened","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",7567,6
"sketch",1,"Reese","the room darkened","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",7431,8
"certify",1,"Jordan","the computer restarted","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",12558,9
"cry",1,"Stevie","the bolt loosened","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",7056,10
"disclose",1,"Charlie","the sauce thickened","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",6159,11
"reply",1,"Morgan","the knot tightened","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",5307,12
"shout",1,"Dylan","the egg cracked","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",5057,13
"comment",1,"Jamie","the airbag deployed","aa5e4c95-0659-4af5-be9b-2bbd2af372fa","60","female",5221,14
"hint",1,"Dylan","the paper burned","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",10005,3
"phone",1,"Stevie","the knot tightened","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",4483,5
"elaborate",1,"Evan","the gate opened","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",3821,6
"mention",1,"Jamie","the egg cracked","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",3286,7
"contend",1,"Jordan","the sauce thickened","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",4033,8
"emphasize",1,"Reese","the balloon popped","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",2623,9
"argue",1,"Frankie","the computer restarted","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",5183,10
"underline",1,"Charlie","the factory closed","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",4687,12
"discuss",1,"Morgan","the bolt loosened","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",3206,13
"express",1,"Harper","the airbag deployed","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",3679,14
"shout",1,"Blake","the room darkened","a063e62b-44c2-4788-a38c-abbd70723cc0","29","female",2372,15
"state",1,"Charlie","the bolt loosened","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",8930,4
"signal",1,"Blake","the egg cracked","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",3876,5
"indicate",1,"Jamie","the sauce thickened","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",2555,6
"assert",1,"Dylan","the balloon popped","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",4404,7
"contest",1,"Jordan","the factory closed","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",4234,8
"uncover",1,"Evan","the gate opened","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",3533,10
"shout",1,"Reese","the computer restarted","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",3352,11
"think",-1,"Frankie","the airbag deployed","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",6073,12
"discuss",1,"Stevie","the knot tightened","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",2838,13
"mention",1,"Morgan","the room darkened","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",2399,14
"know",1,"Harper","the paper burned","b7a60e47-35db-47ad-bf91-d2ec7e964ac9","32","male",2346,15
"whimper",0.96,"Harper","the bolt loosened","a24baec8-d773-4b30-bec6-792fefc86732","44","female",5889,3
"write",0.94,"Charlie","the egg cracked","a24baec8-d773-4b30-bec6-792fefc86732","44","female",5346,4
"reaffirm",0.86,"Jordan","the sauce thickened","a24baec8-d773-4b30-bec6-792fefc86732","44","female",4760,5
"pretend",0.98,"Dylan","the gate opened","a24baec8-d773-4b30-bec6-792fefc86732","44","female",11221,7
"gush",0.94,"Reese","the balloon popped","a24baec8-d773-4b30-bec6-792fefc86732","44","female",8400,8
"vow",-0.92,"Evan","the airbag deployed","a24baec8-d773-4b30-bec6-792fefc86732","44","female",14100,9
"discuss",0.96,"Stevie","the computer restarted","a24baec8-d773-4b30-bec6-792fefc86732","44","female",13758,10
"snitch",0.94,"Frankie","the knot tightened","a24baec8-d773-4b30-bec6-792fefc86732","44","female",10997,11
"contend",-0.86,"Morgan","the paper burned","a24baec8-d773-4b30-bec6-792fefc86732","44","female",9844,13
"gloat",0.92,"Jamie","the factory closed","a24baec8-d773-4b30-bec6-792fefc86732","44","female",10208,14
"point out",0.96,"Blake","the room darkened","a24baec8-d773-4b30-bec6-792fefc86732","44","female",5579,15
"fabricate",1,"Evan","the sauce thickened","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",11789,4
"preach",-0.08,"Frankie","the gate opened","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",8176,5
"respond",0.58,"Jamie","the factory closed","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",6785,6
"relate",-0.2,"Blake","the room darkened","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",5823,7
"summarize",0.74,"Morgan","the bolt loosened","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",4898,8
"chant",0.04,"Reese","the computer restarted","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",3907,9
"posit",-0.24,"Jordan","the paper burned","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",6154,10
"repeat",0.42,"Harper","the balloon popped","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",6090,11
"groan",-0.12,"Dylan","the airbag deployed","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",4141,13
"bellow",0,"Stevie","the egg cracked","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",2822,14
"uphold",-0.18,"Charlie","the knot tightened","6767fd32-da56-4d47-a036-10bdfb473f20","41","female",4133,15
"underline",1,"Frankie","the computer restarted","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",14763,4
"guarantee",-0.82,"Stevie","the gate opened","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",49794,5
"fabricate",1,"Evan","the balloon popped","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",11475,7
"rave",0.78,"Charlie","the factory closed","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",15327,8
"reassert",0.22,"Morgan","the paper burned","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",45346,9
"bicker",0.9,"Jamie","the knot tightened","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",16886,10
"sing",-0.52,"Harper","the sauce thickened","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",20987,11
"complain",1,"Dylan","the room darkened","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",13028,12
"reply",-0.86,"Jordan","the egg cracked","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",24811,13
"indicate",-0.86,"Blake","the airbag deployed","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",19899,14
"pout",-0.38,"Reese","the bolt loosened","42b10962-e110-48ee-8642-8a7eb8243d37","40","male",70991,15
"imply",-0.78,"Stevie","the room darkened","845a8760-bfb9-45f6-99c2-e5ff83c9b367","42","male",6144,3
"share",0,"Reese","the factory closed","845a8760-bfb9-45f6-99c2-e5ff83c9b367","42","male",8057,4
"brag",0,"Harper","the computer restarted","845a8760-bfb9-45f6-99c2-e5ff83c9b367","42","male",11536,5
"pretend",-0.4,"Jamie","the paper burned","845a8760-bfb9-45f6-99c2-e5ff83c9b367","42","male",9124,7
